Utterance,Intent,Sentiment,User Action,Slot_Label,Slot_Value
"oh, It is expensive. Can you suggest some other phone in cheaper price ?",1,-1,0,O O O O O O O O O O O B-Cost O O,Less
Is it working on Android OS?,5,0,0,0,0
"Okay, I will book blue phone",6,0,0,0,0
Thanks a lot.,4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
Radio should work on this phone with display size should be medium.,1,0,0,O O B-Radio O O O O O O O O B-Display_Size,"Y,Medium"
That's very good. What is its display screen size?,2,0,3,0,0
Oh that's big. I want medium display size phone,1,-1,0,O O O O O B-Display_Size O O O,Medium
"OK,Thanks for information.",4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
I want to buy 2018 year Acer phones.,1,0,0,O O O O B-Released_Yr O B-Brand  O,"Acer,2018"
That's very good. What is its display screen size?,2,0,3,0,0
Oh that's big. I want small  display size phone,1,-1,0,O O O O O B-Display_Size O O O,Small
"For that I have other devices, I need only small Display size.",3,0,0,0,0
What is its price?,2,0,8,0,0
I will take it then,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
It  want latest phones.,1,0,0,O O B-Released_Year O,Latest
"Yes, Color should be Black",1,0,0,O O O O B-Color ,Black
What is its weight?,2,0,14,0,0
Oh it's a bit heavy. I need lighter phone,1,-1,0,O O O O O O O B-Weight_g O,Light
Is it working on Android OS?,5,0,0,0,0
"Lovely, book this for me.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
It should be Lenovo company phone which is pink in color.,1,0,0,O O O B-Brand O O O O B-Color O O,"Lenovo,pink"
What is its weight?,2,0,14,0,0
Oh it's a bit heavy. I need lighter phone,1,-1,0,O O O O O O O B-Weight_g O,Light
Yes I get your point but would still prefer lighter phone,3,0,0,0,0
"OK,Thanks for information.",4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
It should be light weight and  GPS should work on it,1,0,0,O O O B-Weight_g O O O O B-GPS O O,"Light,Y"
What is its RAM?,2,0,11,0,0
oh that's too less for my daily work,1,-1,0,,
Is it working on Window OS?,5,0,0,0,0
"OK,Thanks for information.",4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
it should be single sim phone and latest launched phone,1,0,0,O O O B-Sim O O O B-Released_Yr O O,"S,Latest"
Does radio works on it?,5,0,0,0,0
How much is it for?,2,0,8,0,0
Oh it's very expensive. Show me a phone phone under 450 Euro,1,-1,0,O O O O O O O O O B-Cost I-Cost O,450-
May be next time. I can't afford it now.My budget is450 only,3,0,0,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thank you.,4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
I want to buy a phone with 40 MP secondary camera,1,0,0,O O O O O O O B-S_Camera O O O,40
"Superb, What is its OS?",2,0,6,0,0
"Unfortunately, it's a Windows phone. I want iOS phone",1,-1,0,O O O O O O O B-OS O,iOS
The Android operating system phone requires more RAM than iOS so would prefer iOS OS,3,0,0,0,0
In which color it is available?,2,0,2,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
It should be Samsung brand and with radio facility in it.,1,0,0,O O O B-Brand O O B-Radio O O O O,"Samsung,Y"
"Yes, It should be have GPS too.",1,0,0,B-GPS O O O O O O,Y
What is its battery capacity ,2,0,1,0,0
but i need higher battery back up,1,-1,0,O O O B-Battery O O O,High
"Great, is it available in black color ?",5,0,0,0,0
"OK,Thanks for information.",4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
It should be be latest with 32 GB Internal RAM.,1,0,0,O O O O B-Released_Yr O B-Internal_RAM O O O,"Latest,32"
"Yes, Color should be Black or White",1,0,0,O O O O B-Color O B-Color,"White,Black"
"Superb, What is its OS?",2,0,6,0,0
"Unfortunately, it's a Android phone. I want iOS phone",1,-1,0,O O O O O O O B-OS O,iOS
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
"OK,Thanks for information.",4,1,0,0,0
"Hey, I need phone info.",0,0,0,0,0
Show me a Oppo company mobile which has good camera and good battery capacity,1,0,0,O O O B-Brand O O O O B-Camera O O B-Battery O O,"Oppo,High,High"
What is its weight?,2,0,14,0,0
Oh it's a bit heavy. I need lighter phone,1,-1,0,O O O O O O O B-Weight_g O,Light
Yes I get your point but would still prefer lighter phone,3,0,0,0,0
What is its cost?,2,0,8,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"GoodMorning, show me a good phone.",0,0,0,0,0
"Yes, I like GPS phone in grey color.",1,0,0,B-GPS O O O O O B-Color O,Gold
What's its price?,2,0,8,0,0
what is its released year?,2,0,9,0,0
oh sorry I forgot to mention it before but I am looking for a newly launched phone,1,-1,0,O O O O O O O O O O O O O O B-Released_Yr O O,Latest
Show me something else.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"Hello, I am looking for a new phone.",0,0,0,0,0
I want to buy a sony phone with less weight ,1,0,0,O O O O O B-Brand O O B-Weight_g O,"Sony,Light"
Is it a single Sim phone?,2,0,13,0,0
oh I don't want multisim phone. I want single sim phone,1,-1,0,O O O O O O O O B-Sim O O,S
"But the point with single sim phone is that you can get better battery and performance that is why the expensive phones like apple and pixel are still single sim.

",3,0,0,0,0
"Great, is it available in black color ?",5,0,0,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"hi, I need a good phone for my daily use",0,0,0,0,0
I want Vivo mobile with good camera,1,0,0,O O B-Brand O O B-Camera O,"Vivo,High"
GPS should on the phone and should also have good memory backup.,1,0,0,O O B-GPS O O O O O O B-Battery O O,"Y,High"
"Superb, What is its OS?",2,0,6,0,0
"Unfortunately, it's a Android phone. I want iOS phone",1,-1,0,O O O O O O O B-Brand O,iOS
The Android operating system phone requires more RAM than iOS so would prefer iOS OS,3,0,0,0,0
In which color it is availble?,2,0,2,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"Hey, do you have good new phone?",0,0,0,0,0
It should have good battery back up with GPS facility in it?,1,0,0,O O O B-Battery O O O O O B-GPS O O,"High,Yes"
what is its camera quality?,2,0,7,0,0
oh I feel this is less. Show me higher megapixel phone,1,-1,0,O O O O O O O O B-P_Camera O O,High
Yes but I would go for higher MP camera phone,3,0,0,0,0
Which OS it uses?,2,0,6,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
Hello I am looking for low cost phone which fulfils all my requirements?,0,0,0,0,0
It should be of Apple brand.,1,1,0,O O O O B-Brand O,Apple
"Great, is it available in black color ?",5,0,0,0,0
what is its camera quality?,2,0,7,0,0
oh I feel this is less. Show me higher megapixel phone,1,-1,0,O O O O O O O O B-Camera O O,High
Yes but I would go for higher MP camera phone,3,0,0,0,0
Okay book this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
Do you have latest good phone with you?,0,0,0,0,0
I am looking for light weight phone with big screen,1,1,0,O O O O B-Weight_g O O O B-Display_Size O,"Light,Big"
What's its cost?,2,0,8,0,0
Whta about its secondary Camera?,2,0,7,0,0
oh $SC$ MP is very less to take nice selfie. I want at least 16 MP secondary camera,1,-1,0,O O O O O O O O O O O O B-S_Camera I-S_Camera I-S_Camera O O O,16+
I would like to go for 16 mp or more camera phone,3,0,0,0,0
"Great, is it available in black color ?",5,0,0,0,0
"Okay, no problem, book this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
I am in desperate need of a good phone,0,0,0,0,0
I want  in metal grey color.,1,1,0,O O O B-Color I-Color O,Metal-Grey
What about its color?,2,0,2,0,0
I want in blue .,1,-1,0,O O O B-Color O,Blue
And what's its cost?,2,0,8,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello , I need some good phone on which I can work while travelling",0,0,0,0,0
I want Apple phone within 400 Euro.,1,1,0,O O B-Brand O B-Cost I-Cost O,"Apple,400-"
And what is display size,2,0,3,0,0
Display size is good for me but dont you think its little higher in cost,1,-1,0,O O O O O O O O O O O B-Cost O O O,Less
Show me something else.,3,0,0,0,0
"Great, is it available in black color ?",5,0,0,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, show me some phone",0,0,0,0,0
Camera should be superb and it should be handy means it should be less weight,1,0,0,O O O B-Camera O O O O O O O O O B-Weight_g O,"High,Light"
what is it's color ? ,2,0,2,0,0
"oh, is it possible in grey ? ",1,0,0,O O O O O B-Color O,Grey
Yes grey is my favourite color,3,0,0,0,0
Oh..its fantastic . How mcuh it will cost me?,2,0,8,0,0
It's in my budget too. Please book it fast for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, I want to buy a  mobile. ",0,0,0,0,0
"Yes, i need a phone with DualSim in less cost",1,0,0,O O O O O O B-Sim O B-Cost O,"D,Less"
"Great, is it available in black color ?",5,0,0,0,0
What's its price?,2,0,8,0,0
Oh its too costly for me.,2,0,11,0,0
Okay then I am ready  to compromise for high technology.,1,-1,0,O O O O O O B-Cost O O O,Less
Something within 400 Euro.,3,0,0,0,0
"Okay, book this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
I need a good battery back up phone.,1,1,0,O O O B-Battery O O O O,High
What's its cost?,2,0,8,0,0
what color is it?,2,0,2,0,0
"Oh, is it possible to get in platinum color ?",1,-1,0,O O O O O O O B-Color O O,Platinum
but I would prefer in silver,3,0,0,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good Evening, I am looking for a good phone",0,0,0,0,0
 I need to have a phone that has high memory and good battery life.,1,1,0,O O O O O O O O B-Internal_RAM O O B-Battery O O,"High,High"
What's its cost?,2,0,8,0,0
What's its weight?,2,0,14,0,0
what color is it?,2,0,2,0,0
"Oh, is it possible to get in silver color ?",1,-1,0,O O O O O O O B-Color O O,Silver
but I would prefer in silver,3,0,0,0,0
Okay done. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good Evening, I want to buy a phone",0,0,0,0,0
My requirements are multisim phone  with good battery life ,1,0,0,O O O B-Battery O O B-Sim O O,"High,M"
I want a cellphone under 450 Euro,1,0,0,O O O O B-Cost I-Cost O,450-
What is its memory?,2,0,11,0,0
That is too less. Can you suggest a phone with 64 GB Internal Ram and being widely used.,1,-1,0,O O O O O O O O O O B-Internal_RAM O O O O O O O,64
I need 64 GB phone only,3,0,0,0,0
Okay done. Pack this for me.,6,0,0,0,0
Thanks.,4,1,0,0,0
"Hey, I need a new phone.",0,0,0,0,0
I am a traveller and want fantastic GPS system in my phone.,1,0,0,O O O O O O B-GPS O O O O O,Y
Does it uses Android OS ?,2,0,6,0,0
I am not sure about this OS. I want a phone in Android OS only.,1,-1,0,O O O O O O O O O O O O B-OS O O ,And
What's its price?,2,0,8,0,0
What's its display size?,2,0,3,0,0
Okay done. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good evening, I am looking for a good phone",0,0,0,0,0
I need a big display phone.,1,0,0,O O O B-Display_Size O O,Big
what is it's color ? ,2,0,2,0,0
"oh, is it possible in Grey ? ",1,-1,0,O O O O O B-Color O,Grey
 Grey looks professional,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
"Lovely, book this for me.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I want to buy a phone",0,0,0,0,0
I want Huawei phone with radio embedded on it.,1,0,0,O O B-Brand O O O B-Radio O O,"Huawei,Y"
What is its weight?,2,0,14,0,0
oh that's very light. I want a heavy phone,1,-1,0,O O O O O O O B-Weight_g O,Heavy
"Great, is it available in black color ?",5,0,0,0,0
"Lovely, book this for me.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, I want to buy a phone",0,0,0,0,0
I want to buy a Asus phone,1,0,0,O O O O O B-Brand O,Asus
What is its battery?,2,0,1,0,0
What is its OS?,2,0,6,0,0
"oh, I am not comfortable of this OS. Do you have sym operating phone ?",1,-1,0,O O O O O O O O O O O B-OS O O O,Sym
What is its cost?,2,0,8,0,0
ok can you book Sony Ericsson Xperia E5for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
I  need the best selling phone of my budget.,0,0,0,0,0
It's around 400 Euro.,1,0,0,O B-Cost I-Cost O,400-
What is its color?,2,0,2,0,0
"oh, I want white color only.",1,-1,0,O O O B-Color O O,White
I take your point but still I would go for white,3,0,0,0,0
"Good,I will take this only.",6,0,0,0,0
Thank you.,4,1,0,0,0
"Hello, I need  to buy a phone.",0,0,0,0,0
I am selfie pro so need very good front camera.,1,0,0,O O O O O O O B-P_Camera O O,High
"Its still less, show me some higher one?",1,-1,0,O O O O O O B-S_Camera O,High
Show me something else.,3,0,0,0,0
Is it working on Android OS?,5,0,0,0,0
What's its price?,2,0,8,0,0
"Great,its in my budget too,please book it for me.",6,0,0,0,0
Thank you.,4,1,0,0,0
Hi I need a good phone.,0,0,0,0,0
Show me Lenovo phone  within 500 Euro.,1,0,0,O O B-Brand O B-Cost I-Cost O,"Lenovo,500-"
Whta is its weight?,2,0,14,0,0
That's a bit on heavier side. Do you have something in light weight ?,1,-1,0,O O O O O O O O O O O B-Weight_g O O,Light
Yeah but I don't find comfortable to keep heavy phone in my pocket ,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
In which color it is available?,2,0,2,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Good Evening, I am in urgent need of a phone.",0,0,0,0,0
"Yes, dualsim and GPS feautres should be there.",1,0,0,O B-Sim O B-GPS O O O O,"D,Yes"
How much it will cost me?,2,0,8,0,0
Does it has radio facility in it?,1,-1,0,O O O O B-Radio O O,Y
"No issue,show me radio phones.",3,0,0,0,0
"Great, is it available in black color ?",5,0,0,0,0
"Okay, pack this phone for me.",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hello,I want a good new phone.",0,0,0,0,0
Windows OS with good camera.,1,0,0,B-OS O O B-P_Camera O,"Windows,Y"
And what's its price?,2,0,8,0,0
Show me something within 600 Euro.,1,-1,0,O O O B-Cost I-Cost O,600-
I can't go out of my budget.,3,0,0,0,0
Is it working on Android OS?,5,0,0,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help,4,1,0,0,0
"hello, I want to buy a new phone?",0,0,0,0,0
Yes please show me triple sim phone.,1,0,0,O O O O B-Sim O O,T
I want GPS phones,1,-1,0,O B-GPS O O,Y
Budget is not my problem.,3,0,0,0,0
And what's its price?,2,0,8,0,0
"Good, in which color it comes?",2,0,2,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"hello, I want to buy a new phone?",0,0,0,0,0
It should have good memory and good camera quality,1,0,0,O O O B-RAM O O B-P_Camera O O,"High,High"
Does it has good camera ?,2,0,7,0,0
What is it's price?,2,0,8,0,0
Whta is its weight?,2,0,14,0,0
That's a bit on heavier side. Do you have something in light weight ?,1,-1,0,O O O O O O O O O O O  B-Weight_g O O,Light
Yeah but I don't find comfortable to keep heavy phone in my pocket ,3,0,0,0,0
Is it working on Mic OS?,5,0,0,0,0
"Okay, book this model for me",6,0,0,0,0
Thanks a lot ,4,1,0,0,0
"Hey, can you help me in buying a new phone?",0,0,0,0,0
I want to buy a blue color phone with high RAM.,1,0,0,O O O O O B-Color O O O B-RAM O,"Blue,High"
what is it's color ? ,2,0,2,0,0
"oh, is it possible in Indigo ? ",1,-1,0,O O O O O B-Color O,Indigo
but I like Indigo,3,0,0,0,0
Is it working on Android OS?,5,0,0,0,0
ok can you book  this Model for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
I wanna to buy a phone which fulfills all my requirements.,0,0,0,0,0
It's should have single sim,1,0,0,O O O B-Sim O,S
What's it's price?,2,0,8,0,0
"It's out of my budget, suggest me something else",1,-1,0,O O O O B-Cost O O O O,Less
I have budget constraints,3,0,0,0,0
Is it working on Android OS?,5,0,0,0,0
What is its battery?,2,0,1,0,0
ok can you book  this Model for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"hi, I want to buy a new phone",0,0,0,0,0
It should have OS android and dual sim features,1,0,0,O O O O B-OS O B-Sim O O,"Android,D"
What is its cost?,2,0,8,0,0
Sorry that's too expensive for me. My budget is lttle less somewhere around 400 Euro,1,-1,0,O O O O O O O O O O O O O B-Cost I-Cost,400-
I take your point but I don't have that much budget,3,0,0,0,0
How much it will cost?,2,0,8,0,0
ok can you book  this Model for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
it should have big display and GPS facility in it.,1,0,0,O O O B-Display_Size O O O B-GPS O O,"Big,Y"
"No, That's all.",5,0,0,0,0
what about it's RAM?,2,0,11,0,0
Only 4 GB RAM ?,5,-1,0,0,0
It is very low.,3,-1,0,0,0
I need phone with 12 GB RAM,1,0,0,O O O O B-RAM O O,12
How much it cost ? ,2,0,8,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Good Evening, I want to buy a cell Phone",0,0,0,0,0
I want Mic OS.,1,0,0,O O B-OS O,Mic
What is its weight?,2,0,14,0,0
"Oh, its too light, I won't feel comfortable in carrying.",1,-1,0,O O O B-Weight_g O O O O O O,Light
Show me some other modelsplease.,3,0,0,0,0
What's  it's cost? ,2,0,8,0,0
Okay book Micromax for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
I am looking for a Sony phones.,1,0,0,O O O O O B-Brand O,Sony
what about it's Internal_Memory?,2,0,5,0,0
Only 16 GB RAM ?,5,-1,0,0,0
It is very low.,3,-1,0,0,0
I need phone with 32 GB RAM,1,0,0,O O O O B-RAM O O,32
How much it cost ? ,2,0,8,0,0
"Great, is it available in black color ?",5,0,0,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
I need to book a phone.,0,0,0,0,0
"I want a latest phone, with good battery life.",1,0,0,O O O B-Released_Yr O O B-Battery O O,"Latest,High"
what is it's color ? ,2,0,2,0,0
"oh, is it possible in Gold ? ",1,-1,0,O O O O O B-Color O,Gold
but I like Gold,3,0,0,0,0
How much it cost ? ,2,0,8,0,0
Is it working on Android OS?,5,0,0,0,0
Okay book Samsung of G610s  model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"hi, I want to buy a new phone",0,0,0,0,0
I want to buy a phone with good camera quality and less weight ,1,0,0,O O O O O O O B-Camera O O O B-weight_g O,"High,Light"
What is its battery?,2,0,1,0,0
What color is it?,2,0,2,0,0
I want it in white color,1,-1,0,O O O O B-Color O,White
Show me anything else in white,3,0,0,0,0
Okay book this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
I want Motorola phone.,1,0,0,O O B-Brand O,Motorola
"No, That's all.",5,0,0,0,0
what about it's weight?,2,0,14,0,0
It is very heavy.,3,-1,0,0,0
I need phone with 25 gm.,1,0,0,O O O O B-Weight_g O,25
How much it cost ? ,2,0,8,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
I want a technologically advanced mobile phone,0,0,0,0,0
I want to buy a Vivo phone,1,0,0,O O O O O B-Brand O,Vivo
What is its camera quality?,2,0,7,0,0
"But, I want higher quality camera phone more than 12 MP. $SC$ MP seems very less.",1,-1,0,O O O O O O O O O B-Camera O O O O O O,12+
Still I would go for higher MP phone,3,0,0,0,0
And what's its cost?,2,0,8,0,0
"Okay, please book this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
it should have big display and of Lenovo brand.,1,0,0,O O O B-Display O O O B-Brand O,"Large,High"
"No, That's all.",5,0,0,0,0
what about it's Released year?,2,0,9,0,0
Is it released 5 years back?,5,-1,0,0,0
But it is not latest.,3,-1,0,0,0
I want Released Year to be 2017,1,0,0,O O O O O O B-Released_Yr,2017
How much it cost ? ,2,0,8,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Hey, show me some phone",0,0,0,0,0
 I want to buy a blue color dualsim android phone  for myself,1,0,0,O O O O O B-Color O B-Sim B-OS O O O,"Blue,D,Android"
What is its color?,2,0,2,0,0
Oh but I am looking for black color,1,-1,0,O O O O O O B-Color O,Black
But black is my favourite color ,3,0,0,0,0
Oh..its fantastic . How mcuh it will cost me?,2,0,8,0,0
It's in my budget too. Please book it fast for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
Battery should lasts long and display size should be big.,1,0,0,O O O B-Battery O O O O O B-Display_Size,"High,Big"
"No, That's all.",5,0,0,0,0
What is its color?,2,0,2,0,0
Oh but I am looking for black color,1,-1,0,O O O O O O B-Color O,Black
But black is my favourite color ,3,0,0,0,0
Is it working on Android OS?,5,0,0,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
I need a good battery back up phone in black color,1,1,0,O O O B-Battery O O O O O B-Color O,"Good,Black"
What is its cost?,2,0,8,0,0
Oh that's out of my budget,1,-1,0,O O O O O B-Cost,Less
I have limited budget,3,0,0,0,0
"Great, is it available in black color ?",5,0,0,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good Evening, I am looking for a trending phone",0,0,0,0,0
 I need to have a phone that has high memory and good battery life.,1,1,0,O O O O O O O O B-Internal_RAM O O B-Battery O O,"High,High"
What's its cost?,2,0,8,0,0
What's its weight?,2,0,14,0,0
What is its ReleasedYear?,2,0,9,0,0
"oh, I want new  Released Year phone",1,-1,0,O O O B-Released_Yr O O O,Latest
Okay don. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
it should have big display and high memory.,1,0,0,O O O B-Display O O B-RAM O,"Large,High"
"No, That's all.",5,0,0,0,0
What is its ReleasedYear?,2,0,9,0,0
Show me latest Released Year phone,1,-1,0,O O B-Released_Yr O O O,Latest
Well I am interested in buying new released phone,3,0,0,0,0
How much it cost ? ,2,0,8,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
it should have triple sim and high memory.,1,0,0,O O O B-Sim O O B-RAM O,"T,High"
"No, That's all.",5,0,0,0,0
what is its battery?,2,0,1,0,0
Oh it's less. I need better battery phone,1,-1,0,O O O O O B-Battery O O,High
I invest lots of time in internet so need high quality battery phone,3,0,0,0,0
How much it cost ? ,2,0,8,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
it should have  Asus company and high memory.,1,0,0,O O O B-Brand O O B-RAM O,"Asus,High"
"No, That's all.",5,0,0,0,0
What is its price?,2,0,8,0,0
oh it's little expensive. Show me best smatphone with latest hardware at reasonable price ,1,-1,0,O O O O O O O O O B-Cost O O O O,Less
I don't have much money. Show me the best budget phone,3,0,0,0,0
"Great, is it available in black color ?",5,0,0,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Hello, I want to buy a best selling model phone.",0,0,0,0,0
"Yes, i need a phone with  Triple Sim in less cost",1,0,0,O O O O O O B-Sim O O B-Cost O,"T,Less"
What is its weight?,2,0,14,0,0
That is too heavy. Show me some light weighted phone.,1,-1,0,O O O O O O O B-Weight_g O O,Light
What is its cost?,2,0,8,0,0
Sounds good to me. I will take it.,6,0,0,0,0
Thanks a lot for your patience and time.,4,1,0,0,0
"Hi,I want to buy a phone.",0,0,0,0,0
I want a dual camera single sim phone,1,0,0,O O O B-P_Camera O B-Sim O O,"S,P_Camera-Dual"
What is its camera?,2,0,7,0,0
 I want super picture quality phone .It should have 30 MP ,1,-1,0,O O O O O O O O O B-P_Camera O,30
"Great, is it available in black color ?",5,0,0,0,0
"Okay, and what's it's cost?",2,0,8,0,0
Okay book Nokia of E model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
I want to buy Samsung phone with secondary camera above 13 MP,1,0,0,O O O O B-Brand O O O O B-S_Camera I-S_Camera O,"Samsung,13+,13+"
"No, That's all.",5,0,0,0,0
what is its battery?,2,0,1,0,0
Oh it's less. I need better battery phone,1,-1,0,O O O O O B-Battery O O,High
I invest lots of time in internet so need high quality battery phone,3,0,0,0,0
How much it cost ? ,2,0,8,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Hey, do you have Lava phone?",0,0,0,0,0
It should have good battery back up with GPS facility in it?,1,0,0,O O O B-Battery O O O O O B-GPS O O,"High,Y"
On which OS it works on?,2,0,6,0,0
I am used too only with Sym.,1,-1,0,O O O O O O B-OS,Sym
Please show me something of Sym OS.,3,0,0,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
I want to buy a phone with small display size and yes radio should also work on it,1,0,0,O O O O O O O B-Display_Size O O O B-Radio O O O O O O,"Small,Y"
"No, That's all.",5,0,0,0,0
What is its camera?,2,0,7,0,0
oh can you show me dual camera phone.,1,-1,0,O O O O O B-P_Camera O O,Dual
Dual Camera gets a sharper image with more details,3,0,0,0,0
How much it cost ? ,2,0,8,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
Do you have good phone with you?,0,0,0,0,0
I am looking for light weight phone with big screen,1,1,0,O O O O B-Weight_g O O O B-Display_Size O,"Light,Big"
What's its cost?,2,0,8,0,0
How much storage does it offer?,2,0,5,0,0
What other phones do you have if I want more storage?,1,-1,0,O O O O O O O O O B-Internal_RAM O,High
But I need more.,3,0,0,0,0
"Okay, no problem, book this Vivo for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
"Hi, I want to buy BlackBerry mobile with good camera. ",1,0,0,O O O O O B-Brand O O B-Camera O,"Blackberry,High"
"No, That's all.",5,0,0,0,0
What is its weight?,2,0,14,0,0
That's too heavy difficult to carry in pocket.,3,-1,0,0,0
I want light weight phone,1,0,0,O O B-Weight_g O O,Light
"Great, is it available in black color ?",5,0,0,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
"Yes, a tripleSim samsung mobile would be perfect.",1,0,0,O O B-Sim B-Brand O O O O,"Samsung,T"
"No, Its enough for now.",5,0,0,0,0
what about it's RAM?,2,0,11,0,0
I need more RAM .,3,-1,0,0,0
I need phone with  high  RAM,1,0,0,O O O O B-RAM O,High
Is it working on Android OS?,5,0,0,0,0
Ok book it for me.,6,0,0,0,0
Thank you,4,1,0,0,0
"Hello , can you help me in selecting a phone ?",0,0,0,0,0
I want Android OS with good primary camera.,1,0,0,O O B-OS O O B-P_Camera O O,"Android,High"
What's its storage cpacity?,2,0,5,0,0
But I need 64 GB.,1,-1,0,O O O B-Internal_RAM O,64
Show me something else.,3,0,0,0,0
And what's its price?,2,0,8,0,0
"Good, in which color it comes?",2,0,2,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
"Hello , can you help me in selecting a phone ?",0,0,0,0,0
I want  a dualsim phone.,1,0,0,O O O B-Sim O,D
And what's its price?,2,0,8,0,0
What's it's color,2,0,2,0,0
